idx,true_t+1,pred_t+1,true_t+2,pred_t+2,true_t+3,pred_t+3,true_t+4,pred_t+4,true_t+5,pred_t+5,true_t+6,pred_t+6
4895,21.21,21.4916,20.02,20.4476,19.13,19.3132,17.69,18.0854,16.48,16.7195,15.55,15.4124
4896,20.02,20.4382,19.13,19.2598,17.69,18.0491,16.48,16.7986,15.55,15.4799,15.1,14.3208
4897,19.13,19.1142,17.69,17.8106,16.48,16.5582,15.55,15.3516,15.1,14.1862,14.24,13.2886
4898,17.69,17.9127,16.48,16.5688,15.55,15.3438,15.1,14.2459,14.24,13.3,12.84,12.7089
4899,16.48,16.3127,15.55,14.9879,15.1,13.9072,14.24,13.0703,12.84,12.4787,11.2,12.2954
4900,15.55,14.8672,15.1,13.707,14.24,12.8706,12.84,12.3453,11.2,12.1406,11.17,12.3708
4901,15.1,13.9043,14.24,13.0204,12.84,12.507,11.2,12.3482,11.17,12.5275,13.09,13.1166
4902,14.24,13.5097,12.84,12.9272,11.2,12.7473,11.17,12.9311,13.09,13.4429,15.44,14.3056
4903,12.84,13.1204,11.2,12.8765,11.17,13.0622,13.09,13.5995,15.44,14.3963,15.8,15.4485
4904,11.2,12.3801,11.17,12.4523,13.09,12.9899,15.44,13.8417,15.8,14.8738,19.5,16.0448
4905,11.17,11.518,13.09,11.9367,15.44,12.8311,15.8,13.9885,19.5,15.2114,20.17,16.4561
4906,13.09,11.9118,15.44,12.7013,15.8,13.8677,19.5,15.1773,20.17,16.4372,21,17.6407
4907,15.44,13.9918,15.8,15.1752,19.5,16.484,20.17,17.7441,21,18.844,21.64,19.8321
4908,15.8,16.514,19.5,17.8417,20.17,19.1052,21,20.216,21.64,21.1166,22.99,21.8842
4909,19.5,17.4761,20.17,18.6729,21,19.8047,21.64,20.7958,22.99,21.5921,22.83,22.2499
4910,20.17,20.4103,21,21.5896,21.64,22.5625,22.99,23.3203,22.83,23.8492,23.27,24.201
4911,21,21.5911,21.64,22.4851,22.99,23.2128,22.83,23.7687,23.27,24.0659,23.62,24.1318
4912,21.64,22.0297,22.99,22.6721,22.83,23.1648,23.27,23.4522,23.62,23.4364,22.92,23.1831
4913,22.99,22.2795,22.83,22.6988,23.27,22.9384,23.62,22.9511,22.92,22.6559,22.56,22.1168
4914,22.83,22.9828,23.27,23.2208,23.62,23.2029,22.92,22.925,22.56,22.3135,21.21,21.4721
4915,23.27,22.9548,23.62,22.8417,22.92,22.4978,22.56,21.9181,21.21,21.0459,19.95,20.0272
4916,23.62,22.7447,22.92,22.3577,22.56,21.7231,21.21,20.8706,19.95,19.7985,18.55,18.6864
4917,22.92,22.6071,22.56,22.0071,21.21,21.1998,19.95,20.2353,18.55,19.1055,17.34,17.9523
4918,22.56,21.98,21.21,21.1854,19.95,20.2617,18.55,19.2511,17.34,18.092,16.43,16.9193
4919,21.21,21.3567,19.95,20.438,18.55,19.4513,17.34,18.3948,16.43,17.2136,15.55,16.0459
4920,19.95,20.4262,18.55,19.4121,17.34,18.3725,16.43,17.2868,15.55,16.1039,14.46,14.9929
4921,18.55,19.1114,17.34,18.0646,16.43,17.0411,15.55,15.9947,14.46,14.8825,13.44,13.9287
4922,17.34,17.6467,16.43,16.6465,15.55,15.7032,14.46,14.7602,13.44,13.8215,11.47,13.1321
4923,16.43,16.3454,15.55,15.3432,14.46,14.4391,13.44,13.618,11.47,12.9207,10.89,12.6245
4924,15.55,15.1643,14.46,14.2213,13.44,13.4493,11.47,12.8537,10.89,12.5608,10.31,12.7905
4925,14.46,13.9693,13.44,13.0787,11.47,12.4774,10.89,12.25,10.31,12.4729,13.06,13.2426
4926,13.44,12.9048,11.47,12.2142,10.89,11.9781,10.31,12.2464,13.06,12.9947,15.42,14.171
4927,11.47,12.4143,10.89,12.2006,10.31,12.5105,13.06,13.3024,15.42,14.4278,16.06,15.7591
4928,10.89,11.5525,10.31,11.8682,13.06,12.7455,15.42,13.983,16.06,15.3302,17.44,16.7175
4929,10.31,11.6102,13.06,12.4314,15.42,13.6853,16.06,15.0771,17.44,16.4161,19.02,17.6512
4930,13.06,11.6277,15.42,12.7151,16.06,14.1232,17.44,15.5967,19.02,16.9067,20.15,18.0452
4931,15.42,14.2358,16.06,15.562,17.44,16.9851,19.02,18.3072,20.15,19.3917,20.65,20.2905
4932,16.06,16.9246,17.44,18.4703,19.02,19.81,20.15,20.8578,20.65,21.6076,20.97,22.1825
4933,17.44,17.7425,19.02,18.835,20.15,19.7894,20.65,20.5793,20.97,21.1803,20.64,21.6497
4934,19.02,18.828,20.15,19.7515,20.65,20.5303,20.97,21.1605,20.64,21.601,20.25,21.882
4935,20.15,19.9991,20.65,20.8058,20.97,21.426,20.64,21.8611,20.25,22.046,21.03,22.0137
4936,20.65,20.9869,20.97,21.6228,20.64,22.0225,20.25,22.1706,21.03,22.0021,21.13,21.5929
4937,20.97,21.2615,20.64,21.5768,20.25,21.6581,21.03,21.4883,21.13,21.0141,20.66,20.3444
4938,20.64,21.413,20.25,21.5016,21.03,21.3323,21.13,20.9161,20.66,20.238,19.86,19.4107
4939,20.25,20.942,21.03,20.7403,21.13,20.3111,20.66,19.6982,19.86,18.8791,19.03,17.976
4940,21.03,20.0228,21.13,19.548,20.66,18.9086,19.86,18.1485,19.03,17.241,18.52,16.3159
4941,21.13,20.0412,20.66,19.4787,19.86,18.742,19.03,17.88,18.52,16.8888,17.25,15.8826
4942,20.66,20.145,19.86,19.4272,19.03,18.5748,18.52,17.638,17.25,16.5786,16.51,15.511
4943,19.86,19.7866,19.03,18.9541,18.52,18.0323,17.25,17.038,16.51,15.9329,16.06,14.8308
4944,19.03,19.1215,18.52,18.1675,17.25,17.1704,16.51,16.1397,16.06,15.034,15.18,14.0038
4945,18.52,18.2459,17.25,17.2578,16.51,16.2648,16.06,15.2558,15.18,14.2066,14.31,13.3288
4946,17.25,17.4599,16.51,16.4918,16.06,15.5271,15.18,14.5634,14.31,13.6398,14.33,12.9992
4947,16.51,16.2912,16.06,15.2495,15.18,14.2846,14.31,13.4363,14.33,12.7664,13.29,12.5022
4948,16.06,15.1607,15.18,14.1044,14.31,13.2239,14.33,12.5884,13.29,12.2997,13.3,12.4961
4949,15.18,14.4044,14.31,13.4976,14.33,12.8736,13.29,12.634,13.3,12.8051,14.41,13.4304
4950,14.31,13.638,14.33,12.9937,13.29,12.7441,13.3,12.9266,14.41,13.4953,15.62,14.4157
4951,14.33,13.107,13.29,12.9032,13.3,13.1393,14.41,13.7632,15.62,14.637,16.69,15.6772
4952,13.29,13.6241,13.3,13.888,14.41,14.5316,15.62,15.4229,16.69,16.3803,18.31,17.3591
4953,13.3,13.2735,14.41,13.8675,15.62,14.7843,16.69,15.8077,18.31,16.7634,19.61,17.6358
4954,14.41,13.3845,15.62,14.0869,16.69,15.0288,18.31,16.0065,19.61,16.8548,20.31,17.5713
4955,15.62,14.5195,16.69,15.3513,18.31,16.304,19.61,17.2124,20.31,17.9261,20.15,18.4684
4956,16.69,16.0087,18.31,17.0188,19.61,17.9778,20.31,18.75,20.15,19.2464,21.03,19.5738
4957,18.31,17.1519,19.61,18.0504,20.31,18.7987,20.15,19.3236,21.03,19.611,20.95,19.7937
4958,19.61,18.4545,20.31,19.1388,20.15,19.6176,21.03,19.907,20.95,20.0255,21.86,20.0777
4959,20.31,19.6196,20.15,20.0875,21.03,20.3656,20.95,20.5013,21.86,20.4771,21.51,20.3735
4960,20.15,20.1313,21.03,20.4225,20.95,20.5593,21.86,20.5573,21.51,20.3715,21.05,20.0713
4961,21.03,19.9084,20.95,20.0364,21.86,20.0579,21.51,19.9572,21.05,19.65,14.96,19.1985
4962,20.95,20.2474,21.86,20.3522,21.51,20.3072,21.05,20.0829,14.96,19.6043,14.08,18.9724
4963,21.86,20.244,21.51,20.2215,21.05,20.0147,14.96,19.5965,14.08,18.924,14.09,18.1475
4964,21.51,20.5178,21.05,20.2898,14.96,19.8485,14.08,19.2117,14.09,18.3781,13.89,17.51
4965,21.05,20.3045,14.96,19.827,14.08,19.1933,14.09,18.4387,13.89,17.5571,13.38,16.6836
4966,14.96,19.6965,14.08,19.0749,14.09,18.3651,13.89,17.5964,13.38,16.7307,13.09,15.8905
4967,14.08,14.8131,14.09,13.8235,13.89,13.0769,13.38,12.4753,13.09,11.8852,13.74,11.3761
4968,14.09,12.4858,13.89,11.6622,13.38,11.0653,13.09,10.5826,13.74,10.1271,13.65,9.78055
4969,13.89,12.4597,13.38,11.9428,13.09,11.5445,13.74,11.1961,13.65,10.8055,13.26,10.5031
4970,13.38,12.6283,13.09,12.3716,13.74,12.1227,13.65,11.8029,13.26,11.4058,13.08,11.1924
4971,13.09,12.337,13.74,12.0633,13.65,11.7896,13.26,11.4904,13.08,11.2866,12.36,11.405
4972,13.74,12.1683,13.65,11.8842,13.26,11.6754,13.08,11.6284,12.36,11.812,12.21,12.3533
4973,13.65,12.8445,13.26,12.76,13.08,12.8178,12.36,13.0884,12.21,13.576,11.8,14.3433
4974,13.26,12.8793,13.08,12.9824,12.36,13.2768,12.21,13.7788,11.8,14.4393,12.04,15.2834
4975,13.08,12.7368,12.36,13.011,12.21,13.5578,11.8,14.3005,12.04,15.1194,12.76,15.9825
4976,12.36,13.1835,12.21,13.8319,11.8,14.6809,12.04,15.5971,12.76,16.4357,14.4,17.1936
4977,12.21,12.9438,11.8,13.7552,12.04,14.7237,12.76,15.6759,14.4,16.4671,14.95,17.1393
4978,11.8,12.9587,12.04,13.8066,12.76,14.7629,14.4,15.652,14.95,16.3692,15.21,16.9882
4979,12.04,12.7086,12.76,13.5401,14.4,14.4561,14.95,15.3135,15.21,16.0234,18.31,16.6747
4980,12.76,12.8947,14.4,13.7421,14.95,14.6234,15.21,15.4354,18.31,16.122,18.51,16.6938
4981,14.4,13.5089,14.95,14.2006,15.21,14.8786,18.31,15.5322,18.51,16.0339,19.73,16.3155
4982,14.95,14.9435,15.21,15.5766,18.31,16.137,18.51,16.5794,19.73,16.7669,20.03,16.6322
4983,15.21,15.5302,18.31,16.1445,18.51,16.6131,19.73,16.8525,20.03,16.7082,20.35,16.1878
4984,18.31,15.8635,18.51,16.3753,19.73,16.6242,20.03,16.5117,20.35,15.9609,20.72,15.1126
4985,18.51,18.0995,19.73,18.4648,20.03,18.3464,20.35,17.7716,20.72,16.8135,20.28,15.6746
4986,19.73,18.8667,20.03,18.7054,20.35,18.0821,20.72,17.1377,20.28,15.9628,18.23,14.8726
4987,20.03,19.2657,20.35,18.6334,20.72,17.5913,20.28,16.3276,18.23,15.0895,16.34,14.1439
4988,20.35,19.1355,20.72,18.1223,20.28,16.8345,18.23,15.58,16.34,14.5271,15.36,13.7836
4989,20.72,18.7864,20.28,17.593,18.23,16.4461,16.34,15.5688,15.36,14.8803,14.48,14.3748
4990,20.28,19.056,18.23,18.3055,16.34,17.5834,15.36,16.9286,14.48,16.2774,13.39,15.698
4991,18.23,18.6799,16.34,17.8509,15.36,17.1073,14.48,16.4505,13.39,15.8034,12.84,15.2233
4992,16.34,17.2801,15.36,16.2705,14.48,15.4856,13.39,14.8782,12.84,14.3153,12.54,13.7916
4993,15.36,15.4793,14.48,14.458,13.39,13.7204,12.84,13.192,12.54,12.6982,11.52,12.2485
4994,14.48,14.1947,13.39,13.3071,12.84,12.6877,12.54,12.2137,11.52,11.7507,11.06,11.3501
4995,13.39,13.2301,12.84,12.4204,12.54,11.8318,11.52,11.3495,11.06,10.888,10.06,10.5527
4996,12.84,12.0047,12.54,11.1737,11.52,10.5821,11.06,10.1371,10.06,9.79101,8.62,9.65626
4997,12.54,11.3337,11.52,10.5617,11.06,10.0147,10.06,9.65021,8.62,9.46517,9.2,9.53863
4998,11.52,10.9695,11.06,10.264,10.06,9.79957,8.62,9.58531,9.2,9.59662,9.39,9.89771
4999,11.06,10.07,10.06,9.4447,8.62,9.14403,9.2,9.15123,9.39,9.43672,8.7,10.0179
5000,10.06,9.66873,8.62,9.24527,9.2,9.15945,9.39,9.40178,8.7,9.90982,8.7,10.6849
5001,8.62,9.06009,9.2,8.89188,9.39,9.08741,8.7,9.59155,8.7,10.3217,9.27,11.2365
5002,9.2,8.2101,9.39,8.302,8.7,8.78446,8.7,9.55772,9.27,10.4812,10.62,11.5188
5003,9.39,8.91161,8.7,9.32667,8.7,10.0356,9.27,10.9252,10.62,11.885,10.24,12.9147
5004,8.7,9.39785,8.7,10.1242,9.27,11.0227,10.62,11.9983,10.24,12.9771,10.66,13.9459
5005,8.7,9.16299,9.27,9.92599,10.62,10.8947,10.24,11.9734,10.66,13.0215,11.51,14.0376
5006,9.27,9.29357,10.62,10.1494,10.24,11.1883,10.66,12.2794,11.51,13.3027,11.14,14.2336
5007,10.62,9.86506,10.24,10.8426,10.66,11.8785,11.51,12.8843,11.14,13.7418,10.59,14.4188
5008,10.24,10.8162,10.66,11.6927,11.51,12.5764,11.14,13.3924,10.59,13.9929,10.7,14.3491
5009,10.66,10.3982,11.51,11.2439,11.14,12.0324,10.59,12.6367,10.7,12.9343,10.21,12.9509
5010,11.51,10.6661,11.14,11.3121,10.59,11.8383,10.7,12.1494,10.21,12.162,9.35,11.9273
5011,11.14,11.1227,10.59,11.6103,10.7,11.8815,10.21,11.9077,9.35,11.6549,8.32,11.2322
5012,10.59,10.5075,10.7,10.6916,10.21,10.6502,9.35,10.3836,8.32,9.91149,7.58,9.40018
5013,10.7,9.75776,10.21,9.58222,9.35,9.22916,8.32,8.74367,7.58,8.18588,6.32,7.70037
5014,10.21,9.31453,9.35,8.97434,8.32,8.5107,7.58,8.00479,6.32,7.4892,6.2,7.04485
5015,9.35,8.84619,8.32,8.48197,7.58,8.06938,6.32,7.65957,6.2,7.21624,6.14,6.78734
5016,8.32,8.19076,7.58,7.78395,6.32,7.37852,6.2,6.96865,6.14,6.51715,5.17,6.10087
5017,7.58,7.09941,6.32,6.65778,6.2,6.27097,6.14,5.90059,5.17,5.50661,4.83,5.15565
5018,6.32,6.43761,6.2,6.07287,6.14,5.77202,5.17,5.48903,4.83,5.14672,4.16,4.83689
5019,6.2,5.44515,6.14,5.11023,5.17,4.84262,4.83,4.56867,4.16,4.24167,4.27,3.99366
5020,6.14,5.25108,5.17,4.91164,4.83,4.60295,4.16,4.29954,4.27,4.00308,5.12,3.85122
5021,5.17,5.20299,4.83,4.90168,4.16,4.6188,4.27,4.38232,5.12,4.19933,5.5,4.22292
5022,4.83,4.33064,4.16,4.06212,4.27,3.86426,5.12,3.74294,5.5,3.74845,5.98,3.99505
5023,4.16,3.90851,4.27,3.66821,5.12,3.57517,5.5,3.68071,5.98,3.9485,6.82,4.41968
5024,4.27,3.53142,5.12,3.50888,5.5,3.69116,5.98,4.06768,6.82,4.56273,8.23,5.22126
5025,5.12,3.92327,5.5,4.26243,5.98,4.73615,6.82,5.28777,8.23,5.89106,8.22,6.60937
5026,5.5,4.8272,5.98,5.32142,6.82,5.89387,8.23,6.53595,8.22,7.18732,7.46,7.88399
5027,5.98,5.60393,6.82,6.25787,8.23,6.98467,8.22,7.73619,7.46,8.42119,7.4,9.02915
5028,6.82,6.49302,8.23,7.32188,8.22,8.19566,7.46,9.02315,7.4,9.6717,8.86,10.1672
5029,8.23,7.37078,8.22,8.26754,7.46,9.13741,7.4,9.86643,8.86,10.3546,8.27,10.6543
5030,8.22,8.63796,7.46,9.52437,7.4,10.2715,8.86,10.801,8.27,11.0447,10.36,11.0509
5031,7.46,8.63122,7.4,9.20363,8.86,9.70954,8.27,10.0767,10.36,10.1742,10.16,10.0322
5032,7.4,8.15971,8.86,8.56829,8.27,8.93635,10.36,9.14305,10.16,9.08246,10.38,8.78261
5033,8.86,7.79277,8.27,8.00067,10.36,8.1357,10.16,8.12171,10.38,7.87259,9.15,7.42099
5034,8.27,9.08432,10.36,9.26553,10.16,9.25153,10.38,9.03253,9.15,8.54455,7.18,7.88362
5035,10.36,8.59863,10.16,8.60215,10.38,8.4444,9.15,8.07937,7.18,7.47323,6.29,6.76899
5036,10.16,10.2739,10.38,10.207,9.15,9.83053,7.18,9.19438,6.29,8.38455,5.74,7.59369
5037,10.38,10.4667,9.15,10.0666,7.18,9.44992,6.29,8.71885,5.74,7.93757,5.95,7.22037
5038,9.15,10.2538,7.18,9.59548,6.29,8.84426,5.74,8.09323,5.95,7.34623,6.04,6.71038
5039,7.18,8.83368,6.29,7.94288,5.74,7.13355,5.95,6.42734,6.04,5.80162,5.91,5.31485
5040,6.29,6.81253,5.74,5.95579,5.95,5.27615,6.04,4.74204,5.91,4.26959,6.01,3.91097
5041,5.74,5.71632,5.95,4.99058,6.04,4.45566,5.91,4.03569,6.01,3.64973,5.64,3.39939
5042,5.95,5.22442,6.04,4.68708,5.91,4.26177,6.01,3.88628,5.64,3.55995,4.79,3.43325
5043,6.04,5.35592,5.91,4.89363,6.01,4.51258,5.64,4.20695,4.79,4.01432,5.07,4.08111
5044,5.91,5.36999,6.01,4.99314,5.64,4.70176,4.79,4.54123,5.07,4.57529,5.2,4.90999
5045,6.01,5.19791,5.64,4.95901,4.79,4.86818,5.07,4.9706,5.2,5.28032,5.66,5.81606
5046,5.64,5.42806,4.79,5.31791,5.07,5.41917,5.2,5.75122,5.66,6.23032,6.51,6.80755
5047,4.79,5.37639,5.07,5.45218,5.2,5.77559,5.66,6.27255,6.51,6.79781,7.76,7.31092
5048,5.07,4.69899,5.2,4.98072,5.66,5.51245,6.51,6.11469,7.76,6.62843,8.87,7.04387
5049,5.2,5.21482,5.66,5.72544,6.51,6.3388,7.76,6.88927,8.87,7.23866,7.58,7.47004
5050,5.66,5.69309,6.51,6.36378,7.76,7.0345,8.87,7.54934,7.58,7.85439,8.43,8.10031
5051,6.51,6.33348,7.76,6.96675,8.87,7.53234,7.58,7.96609,8.43,8.27257,8.97,8.65348
5052,7.76,6.9964,8.87,7.49069,7.58,7.91786,8.43,8.28642,8.97,8.66644,10.18,9.18202
5053,8.87,7.84553,7.58,8.21858,8.43,8.5989,8.97,9.05625,10.18,9.56001,11.46,10.0442
5054,7.58,8.66478,8.43,9.04196,8.97,9.53307,10.18,10.1242,11.46,10.6003,11.18,10.8604
5055,8.43,7.85504,8.97,8.26582,10.18,8.87407,11.46,9.45605,11.18,9.77212,11.67,9.68862
5056,8.97,8.47253,10.18,8.9835,11.46,9.52435,11.18,9.87725,11.67,9.80976,11.24,9.3156
5057,10.18,8.56238,11.46,8.89791,11.18,9.18238,11.67,9.20731,11.24,8.7933,11.12,8.03726
5058,11.46,9.86193,11.18,10.0887,11.67,10.0203,11.24,9.54397,11.12,8.67678,9.33,7.68763
5059,11.18,10.5764,11.67,10.1509,11.24,9.46984,11.12,8.59029,9.33,7.61557,8.88,6.79217
5060,11.67,10.5283,11.24,9.66544,11.12,8.66658,9.33,7.65908,8.88,6.75514,8.53,6.11468
5061,11.24,9.95286,11.12,8.82351,9.33,7.74079,8.88,6.85279,8.53,6.17307,8.09,5.72789
5062,11.12,9.92608,9.33,8.79502,8.88,7.84854,8.53,7.16567,8.09,6.64808,7.82,6.27095
5063,9.33,9.50889,8.88,8.66241,8.53,8.00655,8.09,7.50862,7.82,7.04635,7.82,6.62695
5064,8.88,8.5909,8.53,7.82214,8.09,7.25872,7.82,6.79849,7.82,6.32826,7.66,5.91506
5065,8.53,7.55223,8.09,6.91273,7.82,6.42309,7.82,5.98253,7.66,5.54748,7.44,5.22272
5066,8.09,7.24608,7.82,6.62362,7.82,6.13611,7.66,5.71738,7.44,5.33677,6.51,5.11949
5067,7.82,6.90227,7.82,6.2787,7.66,5.80746,7.44,5.43665,6.51,5.15796,6.28,5.12859
5068,7.82,6.50835,7.66,5.94696,7.44,5.56016,6.51,5.30838,6.28,5.23618,6.67,5.42419
5069,7.66,6.41586,7.44,5.87932,6.51,5.54634,6.28,5.46343,6.67,5.59475,7.22,5.9471
5070,7.44,6.40609,6.51,5.99784,6.28,5.85448,6.67,5.95887,7.22,6.24416,7.86,6.67812
5071,6.51,6.48702,6.28,6.28974,6.67,6.33117,7.22,6.57223,7.86,6.92139,7.81,7.37403
5072,6.28,5.91093,6.67,5.89732,7.22,6.13397,7.86,6.51086,7.81,6.93125,9.02,7.43147
5073,6.67,6.03927,7.22,6.31608,7.86,6.75225,7.81,7.22944,9.02,7.69101,10.11,8.21156
5074,7.22,6.71045,7.86,7.16354,7.81,7.7038,9.02,8.26887,10.11,8.79704,10.52,9.43041
5075,7.86,7.47216,7.81,8.03576,9.02,8.64171,10.11,9.22613,10.52,9.8251,10.81,10.5267
5076,7.81,8.17037,9.02,8.72203,10.11,9.33573,10.52,10.0202,10.81,10.7217,12.29,11.4506
5077,9.02,8.1845,10.11,8.7627,10.52,9.5235,10.81,10.389,12.29,11.1985,11.73,11.869
5078,10.11,9.52067,10.52,10.4395,10.81,11.4163,12.29,12.3097,11.73,12.9208,12.08,13.1981
5079,10.52,10.4688,10.81,11.35,12.29,12.2264,11.73,12.9285,12.08,13.2452,12.78,13.1796
5080,10.81,10.8763,12.29,11.6262,11.73,12.2834,12.08,12.6591,12.78,12.6085,12.81,12.2019
5081,12.29,11.1928,11.73,11.6287,12.08,11.8955,12.78,11.8719,12.81,11.4848,12.43,10.8507
5082,11.73,12.122,12.08,12.2777,12.78,12.2039,12.81,11.8667,12.43,11.238,11.89,10.4539
5083,12.08,11.9932,12.78,11.8116,12.81,11.4459,12.43,10.889,11.89,10.1238,11.45,9.35078
5084,12.78,11.7991,12.81,11.3452,12.43,10.7423,11.89,10.0116,11.45,9.20354,11.1,8.50553
5085,12.81,11.9322,12.43,11.3319,11.89,10.6097,11.45,9.84176,11.1,9.07594,11.06,8.43238
5086,12.43,12.0316,11.89,11.2824,11.45,10.5452,11.1,9.87219,11.06,9.20348,10.96,8.62564
5087,11.89,11.8517,11.45,11.1545,11.1,10.512,11.06,9.89139,10.96,9.2491,10.75,8.69279
5088,11.45,11.2529,11.1,10.5381,11.06,9.915,10.96,9.34465,10.75,8.77752,10.49,8.30033
5089,11.1,10.6998,11.06,10.0414,10.96,9.50351,10.75,9.02216,10.49,8.51664,10.48,8.09481
5090,11.06,10.2659,10.96,9.67014,10.75,9.18495,10.49,8.72724,10.48,8.24644,9.76,7.87696
5091,10.96,10.1214,10.75,9.5373,10.49,9.04999,10.48,8.59833,9.76,8.1728,9.22,7.92129
5092,10.75,9.88248,10.49,9.26344,10.48,8.75685,9.76,8.33539,9.22,8.02417,9.31,7.94543
5093,10.49,9.49983,10.48,8.89267,9.76,8.44574,9.22,8.15903,9.31,8.03209,9.31,8.14999
5094,10.48,9.16543,9.76,8.62516,9.22,8.29848,9.31,8.17813,9.31,8.23529,10.06,8.51362
5095,9.76,9.28448,9.22,8.91039,9.31,8.75103,9.31,8.78163,10.06,8.95907,12.49,9.32999
5096,9.22,8.85403,9.31,8.63354,9.31,8.66036,10.06,8.86714,12.49,9.19837,14.45,9.69721
5097,9.31,8.34066,9.31,8.22564,10.06,8.36405,12.49,8.68089,14.45,9.10946,15.33,9.67406
5098,9.31,8.50393,10.06,8.60074,12.49,8.92167,14.45,9.38022,15.33,9.87525,15.8,10.4171
5099,10.06,8.88112,12.49,9.23492,14.45,9.76256,15.33,10.3429,15.8,10.8537,16.16,11.3527
5100,12.49,9.86598,14.45,10.4643,15.33,11.1324,15.8,11.7286,16.16,12.1701,16.72,12.5727
5101,14.45,12.102,15.33,12.8623,15.8,13.5252,16.16,14.0135,16.72,14.3025,16.97,14.4726
5102,15.33,13.9587,15.8,14.6372,16.16,15.1904,16.72,15.5913,16.97,15.7395,16.63,15.717
5103,15.8,15.2604,16.16,15.7293,16.72,16.1097,16.97,16.3094,16.63,16.2345,16.6,15.9741
5104,16.16,15.6443,16.72,15.914,16.97,16.0877,16.63,16.0695,16.6,15.7708,16.78,15.2677
5105,16.72,15.6003,16.97,15.6005,16.63,15.5744,16.6,15.4282,16.78,14.9874,16.9,14.336
5106,16.97,15.669,16.63,15.6158,16.6,15.4876,16.78,15.1429,16.9,14.4544,16.56,13.6174
5107,16.63,15.7902,16.6,15.4789,16.78,15.0578,16.9,14.4256,16.56,13.5469,15.38,12.6545
5108,16.6,15.4732,16.78,14.8365,16.9,14.1426,16.56,13.3625,15.38,12.4875,13.66,11.7134
5109,16.78,14.9973,16.9,14.2191,16.56,13.4462,15.38,12.6841,13.66,11.9104,12.33,11.2647
5110,16.9,14.6229,16.56,13.7785,15.38,13.0163,13.66,12.3256,12.33,11.643,10.96,11.0631
5111,16.56,14.685,15.38,13.8394,13.66,13.1293,12.33,12.4991,10.96,11.8496,9.54,11.2644
5112,15.38,14.7221,13.66,13.9307,12.33,13.283,10.96,12.6862,9.54,12.0329,10.03,11.416
5113,13.66,13.9005,12.33,13.1183,10.96,12.4937,9.54,11.9101,10.03,11.2702,9.74,10.6876
5114,12.33,12.3681,10.96,11.5274,9.54,10.8867,10.03,10.3213,9.74,9.75023,9.32,9.32078
5115,10.96,10.8006,9.54,10.0074,10.03,9.43606,9.74,8.96426,9.32,8.54874,9.97,8.38281
5116,9.54,9.38834,10.03,8.67419,9.74,8.20059,9.32,7.86411,9.97,7.69411,8.58,7.89515
5117,10.03,7.93361,9.74,7.2954,9.32,6.94829,9.97,6.84834,8.58,7.04688,8.75,7.69063
5118,9.74,8.25946,9.32,7.84565,9.97,7.72181,8.58,7.91827,8.75,8.47377,10.55,9.44067
5119,9.32,8.31426,9.97,8.22856,8.58,8.46887,8.75,9.05304,10.55,9.95247,11.72,11.1489
5120,9.97,8.33154,8.58,8.56618,8.75,9.18344,10.55,10.1107,11.72,11.2453,11.54,12.5107
5121,8.58,9.43191,8.75,10.1315,10.55,11.14,11.72,12.3273,11.54,13.5081,11.67,14.6009
5122,8.75,9.07399,10.55,10.09,11.72,11.396,11.54,12.7432,11.67,13.8888,12.7,14.8207
5123,10.55,9.5754,11.72,10.7664,11.54,12.1187,11.67,13.3444,12.7,14.2779,14.34,14.9897
5124,11.72,11.2014,11.54,12.4496,11.67,13.6337,12.7,14.5941,14.34,15.2521,15.33,15.7235
5125,11.54,12.5617,11.67,13.7512,12.7,14.7652,14.34,15.5231,15.33,15.9944,16.25,16.3184
5126,11.67,12.5931,12.7,13.5414,14.34,14.3553,15.33,14.9763,16.25,15.3827,16.87,15.7052
5127,12.7,12.384,14.34,13.1033,15.33,13.748,16.25,14.2864,16.87,14.6886,17.62,15.0101
5128,14.34,13.0685,15.33,13.7664,16.25,14.361,16.87,14.8515,17.62,15.1539,16.79,15.2639
5129,15.33,14.1485,16.25,14.8651,16.87,15.4021,17.62,15.7356,16.79,15.7417,16.74,15.448
5130,16.25,15.0912,16.87,15.7639,17.62,16.1875,16.79,16.2907,16.74,15.9746,15.86,15.2964
5131,16.87,16.3319,17.62,16.8615,16.79,17.044,16.74,16.8355,15.86,16.1799,14.8,15.201
5132,17.62,16.9264,16.79,17.1366,16.74,16.963,15.86,16.4028,14.8,15.4451,14.01,14.2885
5133,16.79,17.2217,16.74,17.0077,15.86,16.4168,14.8,15.497,14.01,14.2996,14.26,13.078
5134,16.74,16.5601,15.86,15.8859,14.8,14.951,14.01,13.828,14.26,12.5843,14.23,11.4743
5135,15.86,15.7324,14.8,14.8432,14.01,13.789,14.26,12.6612,14.23,11.528,13.3,10.5803
5136,14.8,14.8463,14.01,13.8164,14.26,12.7489,14.23,11.7254,13.3,10.7642,11.73,10.0094
5137,14.01,13.6092,14.26,12.5426,14.23,11.5449,13.3,10.6489,11.73,9.87461,10.55,9.34299
5138,14.26,12.5272,14.23,11.5829,13.3,10.792,11.73,10.1579,10.55,9.63743,9.25,9.33859
5139,14.23,12.6097,13.3,11.9678,11.73,11.4334,10.55,10.9758,9.25,10.5771,8.25,10.3805
5140,13.3,12.7666,11.73,12.3119,10.55,11.937,9.25,11.598,8.25,11.3041,8.79,11.179
